age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
26,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",74,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",1,5,0,vis,Remain,Full-Time,No
23,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£50,000-59,999",177,"No, not too many",Strongly disagree,Disagree,Agree,3,5,0,vis,Remain,Full-Time,No
35,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£10,000-19,999",255,"Yes, too many",Agree,Agree,Agree,3,4,2,vis,Remain,Full-Time,No
20,Male,A-level or equivalent,None of the above,"£30,000-39,999",192,Don't know / not sure,"Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",4,4,4,vis,Remain,Full-Time,Yes
21,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",111,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",8,2,3,vis,Remain,Part-Time,Yes
43,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Would rather not say,"£20,000-29,999",57,"No, not too many",Disagree,Disagree,Strongly agree,5,5,2,vis,Remain,Full-Time,No
24,Female,GCSE or equivalent,Labour,"Under £10,000",99,"Yes, too many",Disagree,"Neither agree, nor disagree",Disagree,not applicable,2,not applicable,vis,Remain,Not in paid work,No
32,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",69,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Agree,1,5,0,vis,Remain,Full-Time,No
21,Male,A-level or equivalent,Labour,"£30,000-39,999",140,"No, not too many",Strongly disagree,Disagree,Agree,2,5,0,vis,Remain,Other,Yes
50,Male,A-level or equivalent,Conservatives,Would rather not say,56,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",5,0,5,vis,Remain,Full-Time,No
34,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£70,000-79,999",82,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,6,not applicable,vis,Remain,Full-Time,No
62,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"£50,000-59,999",162,"No, not too many",Disagree,Disagree,Agree,4,5,8,vis,Remain,Not in paid work,No
28,Male,Post-secondary below-degree level qualification,Liberal Democrats,"£10,000-19,999",88,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",5,3,5,vis,Remain,Not in paid work,No
21,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"Under £10,000",67,"No, not too many",Strongly disagree,Strongly disagree,Agree,4,5,1,vis,Remain,Not in paid work,Yes
58,Female,GCSE or equivalent,Liberal Democrats,"£40,000-49,999",108,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,2,5,0,vis,Remain,Full-Time,No
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£40,000-49,999",104,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,0,5,0,vis,Remain,Full-Time,No
21,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£10,000-19,999",138,Don't know / not sure,Disagree,Disagree,Agree,2,4,3,vis,Remain,Part-Time,Yes
27,Female,A-level or equivalent,Labour,"£80,000-89,999",28,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,3,4,5,vis,Remain,Full-Time,No
21,Male,A-level or equivalent,Conservatives,"Over £100,000",152,"No, not too many",Disagree,Disagree,Agree,2,1,2,vis,Remain,Due to start work,Yes
25,Male,A-level or equivalent,Labour,"£10,000-19,999",80,"No, not too many",Agree,"Neither agree, nor disagree",Agree,4,5,1,vis,Remain,Full-Time,No
24,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",8,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,vis,NA,NA,NA
35,Male,GCSE or equivalent,Green Party,"£10,000-19,999",169,"No, not too many",Disagree,Disagree,Agree,1,7,1,vis,Remain,Unemployed,No
46,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£30,000-39,999",94,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Agree,2,5,0,vis,Remain,Part-Time,No
40,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"Over £100,000",87,"No, not too many",Disagree,Disagree,Agree,0,7,0,vis,Remain,Full-Time,No
53,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",121,"No, not too many",Strongly disagree,Disagree,Agree,1,5,0,vis,Remain,Part-Time,No
42,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£50,000-59,999",47,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,10,0,vis,Remain,Full-Time,No
32,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£10,000-19,999",98,"No, not too many",Disagree,Agree,"Neither agree, nor disagree",0,4,4,vis,Remain,Not in paid work,No
21,Female,A-level or equivalent,Liberal Democrats,"£30,000-39,999",148,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,7,1,vis,Remain,Not in paid work,Yes
34,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",172,"Yes, too many",Strongly disagree,Disagree,Agree,7,4,6,vis,Remain,Part-Time,No
34,Female,GCSE or equivalent,Scottish National Party,"£30,000-39,999",51,Don't know / not sure,Agree,"Neither agree, nor disagree","Neither agree, nor disagree",7,3,5,vis,Remain,Full-Time,No
64,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",279,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Part-Time,No
36,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Liberal Democrats,"£70,000-79,999",40,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Other,No
27,Female,A-level or equivalent,Labour,"Under £10,000",29,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,5,2,5,vis,Remain,Full-Time,No
37,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£50,000-59,999",114,"No, not too many",Agree,Agree,Agree,1,1,5,vis,Remain,Full-Time,No
32,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£50,000-59,999",58,"No, not too many",Strongly disagree,Disagree,Agree,1,5,0,vis,Remain,Full-Time,No
42,Male,A-level or equivalent,Labour,"£20,000-29,999",82,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",2,4,2,vis,Remain,Full-Time,Yes
32,Female,Post-secondary below-degree level qualification,Labour,"£40,000-49,999",10,"Yes, too many",Agree,Strongly agree,"Neither agree, nor disagree",8,2,4,vis,Remain,Part-Time,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",224,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,4,4,2,vis,Remain,Full-Time,No
38,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£20,000-29,999",106,"No, not too many",Disagree,Disagree,Agree,1,5,0,vis,Remain,Full-Time,No
52,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£70,000-79,999",95,"No, not too many","Neither agree, nor disagree",Disagree,Agree,1,5,0,vis,Remain,Part-Time,No
21,Female,A-level or equivalent,Labour,"£40,000-49,999",33,"No, not too many",Disagree,Strongly disagree,Agree,1,5,0,vis,Remain,Not in paid work,Yes
30,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"Over £100,000",150,"No, not too many",Disagree,Disagree,Disagree,4,4,0,vis,Remain,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",470,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,2,5,3,vis,Remain,Part-Time,No
47,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£70,000-79,999",155,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",4,3,2,vis,Remain,Full-Time,No
32,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Scottish National Party,"£20,000-29,999",14,"No, not too many",Disagree,Disagree,Agree,2,5,1,vis,Remain,Full-Time,No
33,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£50,000-59,999",115,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Full-Time,No
23,Female,A-level or equivalent,None of the above,"£10,000-19,999",247,"No, not too many","Neither agree, nor disagree",Agree,Disagree,6,3,4,vis,Remain,Not in paid work,No
37,Female,GCSE or equivalent,Labour,"£30,000-39,999",165,"No, not too many",Strongly disagree,Disagree,Agree,1,5,1,vis,Remain,Part-Time,No
60,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£60,000-69,999",131,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Full-Time,No
22,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Under £10,000",163,Don't know / not sure,"Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",6,4,5,vis,Remain,Part-Time,No
29,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£30,000-39,999",102,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",6,4,4,vis,Remain,Full-Time,No
38,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Labour,"£30,000-39,999",115,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,vis,Remain,Part-Time,Yes
53,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£80,000-89,999",199,"No, not too many",Strongly disagree,Disagree,Agree,0,5,0,vis,Remain,Part-Time,No
21,Male,A-level or equivalent,Labour,"£60,000-69,999",127,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,10,5,5,vis,Remain,Due to start work,No
24,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£10,000-19,999",36,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",7,2,5,vis,Remain,Full-Time,Yes
28,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Green Party,"Under £10,000",12,"No, not too many",Disagree,Disagree,Agree,0,7,2,vis,Remain,Not in paid work,Yes
32,Male,A-level or equivalent,Labour,"£10,000-19,999",83,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,0,vis,Remain,Full-Time,No
37,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£70,000-79,999",28,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,vis,Remain,Full-Time,No
24,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£60,000-69,999",25,"No, not too many",Strongly disagree,Strongly disagree,Agree,5,5,2,vis,Remain,Full-Time,Yes
72,Female,A-level or equivalent,Green Party,"£50,000-59,999",173,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,5,0,vis,Remain,Part-Time,No
60,Male,Post-secondary below-degree level qualification,Liberal Democrats,"£20,000-29,999",144,Don't know / not sure,Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",not applicable,4,2,vis,Remain,Full-Time,No
25,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",132,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,1,vis,Remain,Part-Time,Yes
30,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,Would rather not say,45,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,6,1,vis,Remain,Full-Time,Yes
38,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",162,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",0,5,0,vis,Remain,Not in paid work,No
25,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",149,"No, not too many",Strongly disagree,Disagree,Strongly agree,0,5,not applicable,vis,Remain,Full-Time,Yes
33,Male,A-level or equivalent,None of the above,"£40,000-49,999",137,"No, not too many",Disagree,Disagree,Agree,1,5,1,vis,Remain,Full-Time,No
54,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£50,000-59,999",97,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,4,5,2,vis,Remain,Full-Time,No
34,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",131,"No, not too many",Strongly disagree,Agree,Agree,2,5,1,vis,Remain,Full-Time,No
27,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£80,000-89,999",148,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",3,3,4,vis,Remain,Full-Time,No
23,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,Would rather not say,4912,"No, not too many",Strongly disagree,"Neither agree, nor disagree",Strongly agree,0,5,7,vis,Remain,,No
45,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Over £100,000",235,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",6,4,4,vis,Remain,Full-Time,No
33,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",130,"No, not too many","Neither agree, nor disagree",Disagree,Agree,7,4,4,vis,Remain,Other,Yes
21,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£10,000-19,999",97,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Part-Time,Yes
21,Female,A-level or equivalent,Would rather not say,"£10,000-19,999",37,"No, not too many",Disagree,Disagree,Agree,0,7,5,vis,Remain,Part-Time,Yes
31,Female,A-level or equivalent,None of the above,"£10,000-19,999",157,"Yes, too many",Agree,Agree,Disagree,8,7,7,vis,Remain,Part-Time,No
45,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£30,000-39,999",252,"No, not too many",Disagree,Disagree,Agree,0,5,0,vis,Remain,Not in paid work,No
40,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"Over £100,000",87,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,5,0,vis,Remain,Full-Time,No
49,Female,A-level or equivalent,Labour,"£30,000-39,999",119,"No, not too many",Disagree,Agree,Disagree,6,7,6,vis,Remain,Part-Time,Yes
26,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£20,000-29,999",203,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,9,0,vis,Remain,Due to start work,Yes
47,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"Over £100,000",236,Don't know / not sure,Agree,Agree,Disagree,0,not applicable,0,vis,Remain,Full-Time,No
36,Female,A-level or equivalent,None of the above,"£50,000-59,999",239,Don't know / not sure,Agree,"Neither agree, nor disagree","Neither agree, nor disagree",5,2,1,vis,Remain,Part-Time,No
50,Female,Post-secondary below-degree level qualification,Would rather not say,"£10,000-19,999",22,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,5,7,5,vis,Remain,Part-Time,Yes
37,Female,Post-secondary below-degree level qualification,Labour,"£40,000-49,999",182,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,3,5,5,vis,Remain,Not in paid work,No
63,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£50,000-59,999",126,"No, not too many",Disagree,Disagree,Agree,3,5,2,vis,Remain,Not in paid work,No
35,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£50,000-59,999",460,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,1,vis,Remain,Full-Time,Yes
39,Male,Post-secondary below-degree level qualification,None of the above,"£50,000-59,999",30,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",4,4,6,vis,Remain,Full-Time,No
59,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Scottish National Party,"£30,000-39,999",38,"No, not too many",Disagree,Disagree,Agree,0,8,0,vis,Remain,Other,No
43,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"Under £10,000",118,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,9,1,vis,Remain,Part-Time,No
45,Female,A-level or equivalent,Scottish National Party,"£40,000-49,999",213,"No, not too many",Disagree,"Neither agree, nor disagree",Agree,3,5,5,vis,Remain,Part-Time,No
